Curs,Codi centre,Denominació completa,"Codi naturalesa (1,2)",Nom naturalesa,Codi titularitat,Nom titularitat,Codi delegació,Nom delegació,Codi comarca,Nom comarca,Codi municipi_5,Nom municipi,Codi ensenyament,Nom ensenyament,Torn,Nivell,Nombre grups,Nombre places,Places ofertades a la preinscripció
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,6
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,12
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,1,1,30,25
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,2,1,30,3
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí,1,1,30,25
2021/2022,43009850,Institut Ernest Lluch i Martí,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43051,Cunit,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí,2,1,30,0
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    1601,Cures auxiliars d'infermeria,Matí,1,4,120,120
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí i tarda,1,1,30,27
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí i tarda,2,1,30,8
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SA30,Emergències sanitàries,Matí,2,2,60,3
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SA30,Emergències sanitàries,Matí,1,2,60,58
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SA20,Farmàcia i parafarmàcia,Matí i tarda,2,3,90,6
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SA20,Farmàcia i parafarmàcia,Matí i tarda,1,3,90,90
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    IP20,Estètica i bellesa,Matí,2,2,60,9
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    AE10,Guia en el Medi Natural i de Temps de Lleure,Matí i tarda,1,2,60,60
2021/2022,43009722,Institut Cal·lípolis,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    IP20,Estètica i bellesa,Matí,1,2,60,59
2021/2022,43009527,EA Municipal d'Arts Plàstiques i Disseny Josep Casadó,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,30,Ribera d'Ebre,43094,Móra la Nova,CFAM    5901,Esmaltatge sobre metalls,Matí i tarda,2,1,30,21
2021/2022,43009527,EA Municipal d'Arts Plàstiques i Disseny Josep Casadó,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,30,Ribera d'Ebre,43094,Móra la Nova,CFAM    5901,Esmaltatge sobre metalls,Matí i tarda,1,1,30,30
2021/2022,43009527,EA Municipal d'Arts Plàstiques i Disseny Josep Casadó,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,30,Ribera d'Ebre,43094,Móra la Nova,CFAM    CE20,Decoració ceràmica,Matí i tarda,2,1,30,25
2021/2022,43009527,EA Municipal d'Arts Plàstiques i Disseny Josep Casadó,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,30,Ribera d'Ebre,43094,Móra la Nova,CFAM    CE20,Decoració ceràmica,Matí i tarda,1,1,30,22
2021/2022,43009497,Institut Fonts del Glorieta,1,Públic,01,Departament d'Educació,0143,Tarragona,01,Alt Camp,43005,Alcover,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,1,35,5
2021/2022,43009497,Institut Fonts del Glorieta,1,Públic,01,Departament d'Educació,0143,Tarragona,01,Alt Camp,43005,Alcover,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,1,35,7
2021/2022,43009473,EA Esardi,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,22,Montsià,43014,Amposta,CFAM    CG20,Assistència al producte gràfic imprès,Matí i tarda,2,1,22,6
2021/2022,43009473,EA Esardi,1,Públic,04,Corporacions Locals,0243,Terres de l'Ebre,22,Montsià,43014,Amposta,CFAM    CG20,Assistència al producte gràfic imprès,Matí i tarda,1,1,22,20
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    IM10,Manteniment electromecànic,Matí,1,1,30,26
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    AG10,Gestió administrativa,Matí,1,1,30,26
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    IM10,Manteniment electromecànic,Matí,2,1,30,8
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,3,105,51
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,4
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    IA10,Elaboració de productes alimentaris,Matí,1,1,30,28
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    IA10,Elaboració de productes alimentaris,Matí,2,1,30,22
2021/2022,43009187,Institut Martí l'Humà,1,Públic,01,Departament d'Educació,0143,Tarragona,16,Conca de Barberà,43086,Montblanc,CFPM    AG10,Gestió administrativa,Matí,2,1,30,13
2021/2022,43008638,Institut Antoni Ballester,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43092,Mont-roig del Camp,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,1,1,30,24
2021/2022,43008638,Institut Antoni Ballester,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43092,Mont-roig del Camp,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,31
2021/2022,43008638,Institut Antoni Ballester,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43092,Mont-roig del Camp,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,56
2021/2022,43008638,Institut Antoni Ballester,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43092,Mont-roig del Camp,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,2,1,30,6
2021/2022,43008523,Institut Vila-seca,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43171,Vila-seca,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,15
2021/2022,43008523,Institut Vila-seca,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43171,Vila-seca,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,0
2021/2022,43008511,Institut Joan Puig i Ferreter,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43145,La Selva del Camp,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,16
2021/2022,43008511,Institut Joan Puig i Ferreter,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43145,La Selva del Camp,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,30
2021/2022,43008501,Institut Pont del Diable,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    1601,Cures auxiliars d'infermeria,Matí,1,2,60,49
2021/2022,43008501,Institut Pont del Diable,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SC10,Atenció a persones en situació de dependència,Matí,2,1,30,12
2021/2022,43008501,Institut Pont del Diable,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,CFPM    SC10,Atenció a persones en situació de dependència,Matí,1,1,30,27
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP40,Manteniment i control de la maquinària de vaixells i embarcacions,Matí,1,1,30,27
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP40,Manteniment i control de la maquinària de vaixells i embarcacions,Matí,2,1,30,15
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP20,Operacions subaquàtiques i hiperbàriques,Matí,2,1,30,12
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP30,Navegació i pesca litoral,Matí,1,1,30,30
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP30,Navegació i pesca litoral,Matí,2,1,30,2
2021/2022,43008493,Institut Escola de Capacitació Nauticopesquera de Catalunya,1,Públic,02,Altres Departaments,0243,Terres de l'Ebre,09,Baix Ebre,43013,L'Ametlla de Mar,CFPM    MP20,Operacions subaquàtiques i hiperbàriques,Matí,1,1,30,24
2021/2022,43008481,Institut Collblanc,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43907,La Canonja,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,27
2021/2022,43008481,Institut Collblanc,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43907,La Canonja,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,5
2021/2022,43008456,Institut Les Planes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43138,Santa Bàrbara,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,1,35,6
2021/2022,43008456,Institut Les Planes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43138,Santa Bàrbara,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,1,35,6
2021/2022,43008444,Institut Josep Tapiró,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,60
2021/2022,43008444,Institut Josep Tapiró,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí,2,1,30,11
2021/2022,43008444,Institut Josep Tapiró,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí,1,1,30,24
2021/2022,43008444,Institut Josep Tapiró,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AE10,Guia en el Medi Natural i de Temps de Lleure,Matí i tarda,1,1,30,30
2021/2022,43008444,Institut Josep Tapiró,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,17
2021/2022,43008432,Institut Sant Pere i Sant Pau,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,16
2021/2022,43008432,Institut Sant Pere i Sant Pau,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,10
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,28
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,CFPM    IP20,Estètica i bellesa,Matí i tarda,2,1,30,9
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí i tarda,1,1,30,26
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,CFPM    IP20,Estètica i bellesa,Matí i tarda,1,1,30,25
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,CFPM    IP10,Perruqueria i cosmètica capil·lar,Matí i tarda,2,1,30,15
2021/2022,43008420,Institut Roquetes,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43133,Roquetes,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,28
2021/2022,43008419,Institut Camarles,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43903,Camarles,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,1,35,32
2021/2022,43008419,Institut Camarles,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,09,Baix Ebre,43903,Camarles,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,1,35,10
2021/2022,43008407,Institut El Morell,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43095,El Morell,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,23
2021/2022,43008407,Institut El Morell,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43095,El Morell,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,10
2021/2022,43008390,Institut Torreforta,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,14
2021/2022,43008390,Institut Torreforta,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43148,Tarragona,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,10
2021/2022,43007661,Institut Ramon de la Torre,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43153,Torredembarra,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,10
2021/2022,43007661,Institut Ramon de la Torre,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43153,Torredembarra,CFPM    AG10,Gestió administrativa,Matí,2,1,30,2
2021/2022,43007661,Institut Ramon de la Torre,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43153,Torredembarra,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,5
2021/2022,43007661,Institut Ramon de la Torre,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43153,Torredembarra,CFPM    AG10,Gestió administrativa,Matí,1,1,30,22
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,12
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,9
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,CFPM    TM10,Electromecànica de vehicles automòbils,Matí,1,1,30,22
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,CFPM    CM10,Activitats comercials,Matí,2,1,30,13
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,CFPM    CM10,Activitats comercials,Matí,1,1,30,27
2021/2022,43007658,Institut Joan Guinjoan i Gispert,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43129,Riudoms,CFPM    TM10,Electromecànica de vehicles automòbils,Matí,2,1,30,8
2021/2022,43007646,Institut de Constantí,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43047,Constantí,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,1,35,17
2021/2022,43007646,Institut de Constantí,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43047,Constantí,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,1,35,14
2021/2022,43007580,Institut de L'Arboç,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43016,L'Arboç,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,3,105,22
2021/2022,43007580,Institut de L'Arboç,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43016,L'Arboç,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,3,105,105
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,BATXLOE 1000,Batxillerat d'arts,Matí i tarda,1,1,35,30
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,BATXLOE 1000,Batxillerat d'arts,Matí i tarda,2,1,35,0
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,8
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,11
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,CFPM    AG10,Gestió administrativa,Matí,1,1,30,20
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,CFPM    AG10,Gestió administrativa,Matí,2,1,30,7
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,CFPM    SC10,Atenció a persones en situació de dependència,Matí,1,1,30,23
2021/2022,43007543,Institut Jaume I,1,Públic,01,Departament d'Educació,0143,Tarragona,36,Tarragonès,43905,Salou,CFPM    SC10,Atenció a persones en situació de dependència,Matí,2,1,30,8
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR30,Aprofitament i conservació del medi natural,Matí,2,1,30,8
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR21,Producció agroecològica (producció agrícola ecològica),Matí,2,5,15,2
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR30,Aprofitament i conservació del medi natural,Matí,1,1,30,25
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR21,Producció agroecològica (producció agrícola ecològica),Matí,1,5,15,12
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR50,Jardineria i floristeria,Matí,2,1,30,14
2021/2022,43007385,Institut d'Horticultura i Jardineria,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    AR50,Jardineria i floristeria,Matí,1,1,30,28
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,CFPM    AG10,Gestió administrativa,Matí,2,1,30,0
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,CFPM    AG10,Gestió administrativa,Matí,1,1,30,23
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,3,105,0
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,2,1,30,6
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,6
2021/2022,43007257,Institut Camí de Mar,1,Públic,01,Departament d'Educació,0143,Tarragona,12,Baix Penedès,43037,Calafell,CFPM    IC10,Sistemes microinformàtics i xarxes,Matí,1,1,30,17
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,CFPM    IM10,Manteniment electromecànic,Matí,2,5,15,7
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,CFPM    IM10,Manteniment electromecànic,Matí,1,5,15,10
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,25
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,CFPM    AG10,Gestió administrativa,Matí,2,5,15,8
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,CFPM    AG10,Gestió administrativa,Matí,1,5,15,12
2021/2022,43007233,Institut de Flix,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,30,Ribera d'Ebre,43060,Flix,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,1,35,2
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,CFPM    TM60,Manteniment d'embarcacions d'esbarjo,Matí i tarda,2,5,15,3
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,CFPM    TM60,Manteniment d'embarcacions d'esbarjo,Matí i tarda,1,5,15,14
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,CFPM    AG10,Gestió administrativa,Matí,2,5,15,4
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,CFPM    AG10,Gestió administrativa,Matí,1,5,15,15
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,64
2021/2022,43007221,Institut Els Alfacs,1,Públic,01,Departament d'Educació,0243,Terres de l'Ebre,22,Montsià,43136,Sant Carles de la Ràpita,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,27
2021/2022,43007208,Institut Berenguer d'Entença,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,CFPM    SC10,Atenció a persones en situació de dependència,Matí,1,1,30,26
2021/2022,43007208,Institut Berenguer d'Entença,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,1,2,70,13
2021/2022,43007208,Institut Berenguer d'Entença,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,BATXLOE 9999,Batxillerat (resta de modalitats),Matí i tarda,2,2,70,31
2021/2022,43007208,Institut Berenguer d'Entença,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,CFPM    SC10,Atenció a persones en situació de dependència,Matí,2,1,30,19
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    EE10,Instal·lacions elèctriques i automàtiques,Matí,1,1,30,24
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    EE10,Instal·lacions elèctriques i automàtiques,Matí,2,1,30,0
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    EE30,Instal·lacions de telecomunicacions,Matí,1,1,30,23
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    FM20,Mecanització,Matí,1,1,30,24
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    FM20,Mecanització,Matí,2,1,30,2
2021/2022,43007166,Institut Lluís Domènech i Montaner,1,Públic,01,Departament d'Educació,0143,Tarragona,08,Baix Camp,43123,Reus,CFPM    IM10,Manteniment electromecànic,Matí,1,1,30,23
